RESPNUM,CCGID,RUNID,INTDATE,DAY,GATE,BAREA,STRATA,PEAK,METH,SAQ,AIRLINE,DESTINATION,FLIGHT,AIRLINE_CODE,DEST_CODE,DESTGEO,DESTMARK,ARRTIME,DEPTIME,HOWLONG,Q2PURP1,Q2PURP2,Q2PURP3,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q5FIRSTTIME,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAY,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8-1,Q8-2,Q8-3,Q8-4,Q8-5,Q9Boarding,Q9AirTrain,Q9Rental,Q9Food,Q9Restroom,Q9All,Q9-1,Q9-2,Q9-3,Q10Safe,Q10-1,Q10-2,Q10-3,Q11TSAPRE,Q12PRECHECKRATE,Q12-1,Q12-2,Q12-3,Q13COUNTY,Q13GETRATE,Q14FIND ,Q14PASSTHRU,Q15PROBLEM,Q15-1,Q15-2,Q15-3,NETPRO  ,Q17LIVE,Q18CITY,Q18STATE,Q18ZIP,Q18COUNTRY,HOME,Q20Age,Q21Gender,Q22Income,Q23FLY,Q24SJC,Q24OAK,LANG,WEIGHT
2182,2336,601,22,3,72,F,2,2,1,2,UNITED,PORTLAND,612,30,50,1,2,3:00 PM,5:00:00 PM,120,1,,,5,,,,1,1,0,0,1,1,3,4,5,5,5,5,5,5,5,4,4,6,5,6,6,5,17,,,,,5,5,6,5,5,5,0,,,5,0,,,2,,,,,10,5,6,4,2,,,,10,3,SALEM,OR,97301,US,10,3,1,0,2,2,2,1,1.4869248
2183,2282,608,23,4,57,D,3,2,1,2,AMERICAN,PHOENIX,1703,8,49,1,4,10:00 AM,5:05:00 PM,425,1,,,5,,,,2,1,1,1,3,1,1,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,73,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,6,5,5,2,2,,,,10,3,CAVE CREEK,AZ,85331,US,10,4,2,4,1,1,1,1,1.0611394
2184,2284,608,23,4,57,D,3,2,1,2,AMERICAN,PHOENIX,1703,8,49,1,4,2:00 PM,5:05:00 PM,185,1,,,8,,,,1,0,0,0,4,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,6,5,5,3,2,,,,10,3,NEW RIVER,AZ,85087,US,10,5,1,0,2,2,2,1,1.0611394
2185,2154,182,18,6,101,G,2,3,1,2,LUFTHANSA,FRANKFURT,455,24,20,6,4,12:45 PM,3:00:00 PM,135,1,,,5,,,,1,0,0,1,1,1,4,5,4,4,5,4,5,6,5,0,5,6,6,6,6,5,25,,,,,5,6,6,5,5,5,0,,,5,2,,,3,,,,,6,5,5,5,2,,,,10,1,PALO ALTO,CA,94303,US,6,4,1,0,2,1,0,1,0.3607733
2186,1819,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,11:30 AM,3:05:00 PM,215,1,,,4,,,,1,1,1,1,1,1,4,6,3,3,5,5,5,6,6,5,5,6,5,6,5,4,14,,,,,5,5,5,5,5,5,0,,,5,2,,,3,,,,,5,5,5,5,2,,,,10,3,RIEUX,,,FRANCE,15,5,1,3,2,2,2,1,0.2863575
2187,877,530,16,4,98,G,3,3,1,2,AIR NEW ZEALAND,AUCKLAND,7,6,3,9,2,5:45 PM,9:40:00 PM,235,1,,,3,,,,2,1,1,1,1,2,1,5,4,5,5,5,5,6,5,5,6,6,6,6,6,5,102,,,,,5,6,6,5,5,5,0,,,5,1,,,4,,,,,11,5,5,6,2,,,,10,3,RUSHVILLE,OH,43150,US,11,1,1,2,1,1,0,1,0.6704842
2188,550,6,1,3,80,F,2,2,1,2,UNITED,HONOLULU,300,30,24,1,2,11:30 AM,1:15:00 PM,105,1,,,3,,,,2,1,2,2,6,1,4,5,4,4,4,4,3,3,3,4,0,0,0,0,0,4,2,,,,,4,4,4,4,4,4,0,,,5,9,,,4,,,,,11,5,5,6,2,,,,10,3,PEPEEKEO,HI,96783,US,10,7,0,4,1,0,1,1,1.4869248
2189,28,85,8,3,96,G,2,3,1,2,UNITED INTL,SHANGHAI,891,31,64,8,4,12:30 PM,4:25:00 PM,235,1,,,3,,,,1,1,1,1,1,2,1,6,5,5,5,5,5,5,5,5,5,5,5,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,4,,,,,11,5,5,5,2,,,,10,3,,,,CHINA,16,2,2,1,2,2,2,3,1.4869248
2190,188,43,3,5,98,G,1,3,1,2,AIR CANADA,TORONTO,758,3,70,4,4,11:15 PM,7:25:00 AM,1210,1,,,3,,,,2,2,1,1,1,2,1,5,4,4,5,5,5,5,5,5,6,6,6,6,6,5,8,,,,,5,6,6,5,5,5,0,,,5,3,1,,4,,,,,11,6,5,5,2,,,,10,3,TORONTO,,,CANADA,13,3,2,1,3,2,2,1,0.3461202
2191,607,622,29,3,80,F,1,1,1,2,UNITED,BOSTON,768,30,8,2,3,6:50 AM,8:25:00 AM,95,1,,,3,,,,2,1,1,1,3,1,4,5,5,5,5,5,5,6,6,5,6,6,6,6,6,5,0,,,,,5,6,6,4,3,4,0,,,5,5,,,4,,,,,11,6,5,6,2,,,,10,3,RENO,NV,89511,US,10,4,2,2,2,2,2,1,1.4869248
2192,2383,647,31,5,50,D,1,1,1,2,ALASKA,"WASHINGTON,DC-DULLES",1084,7,72,2,2,7:45 AM,9:25:00 AM,100,2,3,6,2,,,,1,1,2,2,2,2,2,3,6,2,2,6,3,6,6,6,5,6,6,6,6,3,0,,,,,4,6,6,6,5,4,11,,,4,1,,,1,6,0,,,30,3,2,1,2,,,,10,3,MODESTO,CA,95355,US,10,1,3,0,3,2,2,1,1.1063322
2193,1961,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,8:45 PM,10:30:00 PM,105,2,3,6,5,,,,1,1,1,2,5,1,3,4,4,3,5,5,5,6,6,4,4,6,5,6,4,4,6,,,,,5,5,4,5,5,5,0,,,5,1,,,1,5,21,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,94122,US,5,3,1,3,1,1,1,1,0.3461202
2194,2416,644,31,5,54,D,1,2,1,2,ALASKA,SEATTLE,313,7,62,1,4,5:50 AM,7:15:00 AM,85,2,3,,5,,,,2,1,1,2,4,1,2,6,3,3,6,2,4,6,6,4,6,6,6,6,6,5,0,,,,,4,6,6,4,4,4,0,,,5,0,,,1,4,4,,,5,3,5,5,2,,,,10,1,SAN FRANCISCO,CA,94122,US,5,2,1,3,3,2,1,1,1.1063322
2195,1365,542,18,6,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,6:00 PM,8:55:00 PM,175,2,3,,5,,,,1,1,1,1,2,1,2,6,4,4,5,5,5,3,3,2,6,6,6,6,6,4,0,,,,,3,6,6,4,3,3,0,,,4,6,,,2,,,,,5,3,4,2,2,,,,10,3,NAPOLI,,,ITALY,15,2,1,4,1,2,2,1,0.3607733
2196,2211,613,23,4,58,D,3,2,1,2,AMERICAN,MIAMI,556,8,37,2,4,4:00 PM,9:28:00 PM,328,2,3,,5,,,,1,0,1,1,3,1,2,5,2,2,5,5,5,5,5,5,6,6,6,6,6,5,105,,,,,5,5,5,5,5,5,0,,,4,16,,,2,,,,,1,3,5,5,2,,,,10,1,OAKLAND,CA,94606,US,1,2,2,2,3,2,2,1,1.0611394
2197,2203,613,23,4,58,D,3,2,1,2,AMERICAN,MIAMI,556,8,37,2,4,7:15 PM,9:28:00 PM,133,2,3,,2,,,,1,2,1,1,3,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,5,5,0,,,5,1,,,2,,,,,2,4,5,3,2,,,,10,1,EL CERRITO,CA,94530,US,2,3,2,2,2,2,1,1,1.0611394
2198,1495,519,15,3,51,D,3,2,1,2,ALASKA,NEW YORK-JFK,1034,7,42,2,4,8:30 PM,11:10:00 PM,160,2,3,,1,,,1,2,1,1,2,3,1,4,5,4,5,5,4,5,0,0,3,4,5,5,6,6,5,0,,,,,5,5,6,5,4,5,0,,,5,0,,,2,,,,,1,4,5,5,2,,,,10,1,OAKLAND,CA,94659,US,1,2,2,0,2,2,1,1,1.1063322
2199,678,617,24,5,41,C,3,2,1,2,DELTA,SEATTLE,5821,16,62,1,4,5:45 PM,6:00:00 PM,15,2,3,,5,,,,2,1,1,1,5,1,2,4,3,2,5,5,5,5,5,4,5,5,5,4,4,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,5,4,5,5,2,,,,10,1,SAN FRANCISCO,CA,94105,US,5,3,2,2,3,0,1,1,1.1789461
2200,1108,105,11,6,7,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,10:00 AM,1:05:00 PM,185,2,3,,2,,,,1,1,0,1,1,1,4,5,0,4,4,5,4,6,5,3,0,0,0,0,0,4,71,65,,,,5,6,6,6,5,5,0,,,5,15,,,1,1,13,,,7,5,4,5,2,,,,10,3,H.K.,,,CHINA,16,6,2,5,3,1,0,3,0.3191648
2201,2403,644,31,5,54,D,1,2,1,2,ALASKA,SEATTLE,313,7,62,1,4,6:00 AM,7:15:00 AM,75,2,3,,2,,,,2,2,1,2,3,1,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,4,11,,,,,5,4,3,4,4,4,0,,,4,0,,,1,5,0,,,6,5,5,5,2,,,,10,1,MENLO PARK,CA,94025,US,6,6,1,4,1,2,2,1,1.1063322
2202,1895,173,17,5,11,A,2,3,1,2,KOREAN AIR,SEOUL,24,23,63,8,4,9:00 AM,12:45:00 PM,225,2,3,,1,,,1,1,1,1,2,2,1,3,5,3,3,5,5,5,5,5,1,5,5,5,6,6,4,11,,,,,5,5,5,5,5,5,0,,,5,1,,,2,,,,,5,5,5,5,2,,,,10,2,SACRAMENTO,CA,95826,US,10,2,2,2,2,1,1,1,0.6704842
2203,1888,199,19,7,7,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,3:00 PM,5:50:00 PM,170,2,3,,2,,,,1,2,2,1,1,1,2,4,4,5,4,4,5,5,5,3,5,5,6,6,6,4,11,,,,,5,5,5,5,5,5,0,,,4,2,,,2,,,,,1,5,5,4,2,,,,10,1,FREMONT,CA,94538,US,1,2,1,1,2,1,2,1,0.6704842
2204,2213,613,23,4,58,D,3,2,1,2,AMERICAN,MIAMI,556,8,37,2,4,7:00 PM,9:28:00 PM,148,2,3,,2,,,,1,1,1,1,4,1,4,5,3,5,5,5,5,5,5,4,4,5,5,5,6,5,0,,,,,5,4,6,5,5,5,0,,,4,11,,,2,,,,,2,5,5,5,2,,,,10,1,RICHMOND,CA,94801,US,2,3,2,2,2,0,1,1,1.0611394
2205,396,17,2,4,22,B,1,2,1,2,FRONTIER,DENVER,670,19,14,1,4,10:00 PM,12:59:00 AM,179,2,3,,12,,,,1,2,2,2,3,1,2,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,0,0,,,2,,,,,9,5,5,5,2,,,,10,1,SEBASTOPOL,CA,95472,US,9,2,0,1,3,2,1,1,0.2080380
2206,218,36,3,5,26,B,1,2,1,2,SOUTHWEST,LOS ANGELES,1245,28,34,1,4,4:30 AM,5:35:00 AM,65,2,3,,2,,,,1,0,0,0,5,1,2,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,1,,,,,5,5,5,5,5,5,0,,,5,0,,,2,,,,,1,5,5,5,2,,,,10,3,RANCHO CUCAMONGA,CA,91701,US,10,2,1,2,2,2,1,1,0.9942748
2207,1362,542,18,6,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,6:30 PM,8:55:00 PM,145,2,5,,5,,,,1,2,1,1,1,1,2,4,3,3,4,4,4,4,4,5,6,6,6,6,6,4,25,,,,,5,6,6,5,5,5,0,,,5,0,,,2,,,,,5,4,5,3,2,,,,10,3,NAPOLI,,,ITALY,15,5,1,4,2,2,2,1,0.3607733
2208,63,82,8,3,93,G,2,3,1,2,UNITED INTL,SHANGHAI,857,31,64,8,4,10:15 AM,1:20:00 PM,185,2,,,3,,,,2,1,2,2,1,2,1,4,4,4,5,3,5,3,0,2,0,0,0,0,0,5,3,,,,,5,0,0,0,5,5,1,,,5,3,1,,0,,,,,11,0,4,6,2,,,,10,3,TANEYTOWN,MD,21787,US,12,6,2,1,2,2,2,1,1.4869248
2209,605,622,29,3,80,F,1,1,1,2,UNITED,BOSTON,768,30,8,2,3,5:00 AM,8:25:00 AM,205,2,,,3,,,,0,1,1,1,3,1,3,3,4,4,5,5,5,5,5,5,6,6,6,6,6,4,104,,,,,5,6,6,5,4,4,0,,,5,0,,,0,,,,,11,0,5,6,2,,,,10,3,BOSTON,MA,2210,US,12,3,2,3,3,2,2,1,1.4869248
2210,186,43,3,5,98,G,1,3,1,2,AIR CANADA,TORONTO,758,3,70,4,4,5:00 AM,7:25:00 AM,145,2,,,2,,,,2,1,2,2,2,1,1,6,6,6,6,6,6,6,6,6,5,5,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,0,,,,,9,0,5,5,2,,,,10,1,SANTA ROSA,CA,95401,US,9,2,2,0,2,2,2,1,0.3461202
2211,510,902,1,3,72,F,3,2,1,2,UNITED,SEATTLE,2161,30,62,1,4,2:00 PM,5:37:00 PM,217,2,,,3,,,,2,2,1,1,3,1,2,6,3,6,5,5,5,6,6,5,6,6,6,6,6,5,0,,,,,5,6,6,0,5,5,0,,,3,0,,,0,,,,,11,0,5,6,2,,,,10,3,BELLEVUE,WA,98006,US,10,5,2,4,1,2,2,1,1.4869248
2212,2588,61,4,6,54,D,1,1,1,2,ALASKA,SAN DIEGO,1952,7,57,1,2,7:20 AM,8:36:00 AM,76,2,,,5,,,,1,1,1,1,3,1,3,5,3,3,4,4,5,6,6,4,4,6,5,6,6,5,14,,,,,5,5,5,5,5,5,0,,,5,0,,,1,5,13,,,1,0,5,5,2,,,,10,1,BERKELEY,CA,94703,US,1,3,1,1,2,2,1,1,1.1063322
2213,745,532,16,4,22,B,3,2,1,2,FRONTIER,DENVER,668,19,14,1,4,3:20 PM,5:33:00 PM,133,2,,,1,,,1,1,2,2,1,2,1,2,4,4,4,5,3,5,5,5,5,3,5,5,0,5,5,65,,,,,5,5,5,4,3,4,5,,,5,2,,,1,4,0,,,7,0,5,4,2,,,,10,1,CUPERTINO,CA,95014,US,7,4,2,3,1,1,1,1,0.2080380
2214,458,8,1,3,45,D,1,1,1,2,AMERICAN,LOS ANGELES,6020,8,34,1,4,8:50 AM,10:10:00 AM,80,2,,,6,,,,1,2,2,2,1,2,1,4,2,3,5,5,5,0,6,6,6,6,5,6,6,5,0,,,,,5,5,6,6,6,5,0,,,5,3,,,1,5,0,,,5,0,4,5,2,,,,10,3,HOBART,,,AUSTRALIA,19,7,1,2,2,2,2,1,1.0611394
2215,1174,117,12,7,6,A,1,3,1,2,INTERJET,GUADALAJARA,821,21,22,4,2,7:00 AM,10:45:00 AM,225,2,,,2,,,,1,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BLANK,0,,,,,5,0,0,0,0,0,0,,,5,0,,,1,5,0,,,2,0,0,0,2,,,,10,1,OAKLEY,CA,94561,US,2,7,1,0,2,0,0,2,3.8875283
2216,1977,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,9:00 PM,10:30:00 PM,90,2,,,2,,,,2,2,2,1,3,1,4,4,3,3,4,4,4,3,3,5,6,6,6,6,6,4,0,,,,,4,6,6,4,4,3,0,,,4,0,,,1,5,0,,,6,0,6,5,2,,,,10,1,MILLBRAE,CA,94030,US,6,6,2,2,3,2,2,3,0.3461202
2217,1047,110,11,6,10,A,3,2,1,2,JETBLUE,LONG BEACH,1635,22,33,1,1,3:45 PM,5:49:00 PM,124,2,,,2,,,,1,1,1,2,3,0,4,5,4,4,4,5,4,0,0,6,4,6,6,6,6,5,0,,,,,4,6,6,4,4,4,0,,,5,0,,,1,5,0,,,6,0,5,5,2,,,,10,1,PACIFICA,CA,94044,US,6,6,2,2,2,2,2,1,0.6704842
2218,1724,205,20,1,7,A,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,4:15 PM,6:55:00 PM,160,2,,,2,,,,1,1,1,2,1,1,2,4,4,4,4,4,4,4,4,4,5,6,6,6,6,4,0,,,,,4,4,4,4,4,4,0,,,3,0,,,1,3,0,,,8,0,5,5,2,,,,10,1,VALLEJO,CA,94591,US,8,2,2,1,2,2,2,1,0.6088813
2219,2603,64,4,6,54,D,2,3,1,2,ALASKA,SAN JOSE DEL CABO,1276,7,58,4,1,9:30 AM,11:15:00 AM,105,2,,,8,,,,2,2,2,2,3,1,4,4,4,4,4,4,4,4,0,3,0,0,0,4,0,4,0,,,,,0,0,0,5,5,5,0,,,3,0,,,1,5,0,,,5,0,5,5,2,,,,10,2,AUBURN,CA,95603,US,10,5,2,4,2,1,2,1,1.1063322
2220,1617,129,13,1,50,D,1,1,1,2,ALASKA,LAS VEGAS,1902,7,31,1,4,6:15 AM,8:00:00 AM,105,2,,,2,,,,1,2,2,1,1,1,2,6,5,6,5,5,5,5,5,5,5,5,6,6,6,5,0,,,,,5,6,6,5,5,5,0,,,5,0,,,1,5,0,,,6,0,5,5,2,,,,10,1,SAN BRUNO,CA,94066,US,6,3,1,1,2,2,0,1,1.1063322
2221,236,903,2,4,65,E,2,2,1,2,UNITED,LOS ANGELES,750,30,34,1,4,N,3:05:00 PM,N,2,,,8,,,,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,4,0,,,5,0,5,5,2,,,,10,3,,,,CHINA ,16,6,2,1,1,3,0,3,1.4869248
2222,496,901,1,3,69,E,2,2,1,2,UNITED,CHICAGO-O'HARE,390,30,12,3,4,1:30 PM,4:00:00 PM,150,2,,,9,,,,2,2,1,1,1,2,1,5,4,4,5,5,5,5,5,5,5,5,5,6,4,5,0,,,,,5,5,5,5,5,5,0,,,5,0,,,1,5,0,,,0,0,4,5,2,,,,10,3,NEW LENOX,IL,60451,US,11,6,2,0,2,2,2,1,1.4869248
2223,1727,205,20,1,7,A,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,4:30 PM,6:55:00 PM,145,2,,,2,,,,1,1,2,1,3,1,4,3,3,2,5,5,5,6,6,5,5,5,6,6,6,5,14,,,,,5,6,6,6,6,5,0,,,5,2,,,2,,,,,5,0,5,3,2,,,,10,1,SAN FRANCISCO,CA,94133,US,5,3,2,2,2,2,2,1,0.6088813
2224,1765,549,20,1,51,D,3,2,1,2,ALASKA,NEWARK,1182,7,43,2,4,6:00 PM,9:35:00 PM,215,2,,,9,,,,2,1,3,2,1,2,1,5,5,5,5,5,5,6,6,6,5,6,5,6,5,5,0,,,,,5,5,5,5,5,5,0,,,5,2,,,2,,,,,7,0,5,5,2,,,,10,3,EDISON,NJ,8837,US,12,3,1,2,2,2,2,1,1.1063322
2225,827,526,16,4,97,G,3,3,1,2,AER LINGUS,DUBLIN,146,1,18,6,3,1:00 PM,5:30:00 PM,270,2,,,3,,,,2,2,2,2,1,2,1,4,3,3,5,5,5,5,5,5,0,0,0,0,0,BLANK,0,,,,,5,5,5,5,5,5,0,,,5,4,,,2,,,,,11,0,5,5,2,,,,10,3,BELFAST,,,IRELAND,15,3,2,1,2,2,2,1,0.6704842
2226,262,31,2,4,99,G,1,3,1,2,UNITED INTL,BEIJING,888,31,7,8,4,8:00 AM,10:45:00 AM,165,2,,,3,,,,0,0,1,0,2,1,4,4,3,4,4,5,5,5,5,5,5,5,5,6,5,5,0,,,,,4,6,5,4,4,4,0,,,5,0,,,2,,,,,11,0,5,5,2,,,,10,3,,,,,99,0,2,0,0,0,0,3,1.4869248
2227,1310,540,18,6,94,G,3,3,1,2,AIR CANADA,CALGARY,8590,3,10,4,2,2:30 PM,6:55:00 PM,265,2,,,1,,,0,2,1,1,1,3,1,4,5,5,5,5,5,3,0,0,5,4,4,0,0,0,5,1,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,2,0,4,4,2,,,,10,1,CONCORD,CA,94520,US,2,5,1,1,2,2,1,1,0.3461202
2228,1543,515,15,3,51,D,3,2,1,2,ALASKA,SEATTLE,1759,7,62,1,4,6:00 PM,7:25:00 PM,85,2,,,5,,,,1,1,1,2,1,1,2,4,4,4,4,4,4,4,4,4,6,6,6,6,6,5,0,,,,,5,6,6,6,6,5,0,,,5,0,,,2,,,,,5,0,5,5,2,,,,10,3,LIMA,,,PERU,14,6,2,5,2,2,2,2,1.1063322
2229,1315,540,18,6,94,G,3,3,1,2,AIR CANADA,CALGARY,8590,3,10,4,2,3:00 PM,6:55:00 PM,235,2,,,3,,,,2,2,2,2,1,1,1,5,6,6,5,5,5,6,6,6,6,6,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,5,0,,,2,,,,,11,0,5,6,2,,,,10,3,WEST NEW YORK,NJ,7093,US,12,7,2,4,2,2,2,1,0.3461202
2230,2777,66,5,7,88,F,1,1,1,2,UNITED,RALEIGH-DURHAM,1445,30,53,2,2,7:00 AM,9:30:00 AM,150,2,,,2,,,,1,0,0,1,3,1,4,5,3,3,4,5,5,4,4,5,5,6,5,6,6,4,9,208,,,,5,5,6,5,5,5,0,,,4,0,,,2,,,,,2,0,5,4,2,,,,10,1,MORAGA,CA,94556,US,2,5,2,3,3,2,1,1,1.4869248
2231,845,527,16,4,94,G,3,3,1,2,WOW,REYKJAVIK,162,33,54,6,1,4:00 PM,6:55:00 PM,175,2,,,6,,,,1,1,1,2,1,2,1,6,6,6,4,5,4,6,6,6,6,6,6,6,6,4,0,,,,,5,5,6,6,5,5,0,,,5,0,,,2,,,,,5,0,5,5,2,,,,10,2,FOLSOM,CA,95630,US,10,2,2,0,3,2,2,1,0.6088813
2232,1668,633,30,4,76,F,1,1,1,2,UNITED,AUSTIN,5499,30,4,3,2,6:00 AM,8:00:00 AM,120,2,,,3,,,,2,0,1,2,1,2,1,3,4,4,4,5,4,6,6,6,6,6,6,6,6,4,0,,,,,5,6,6,5,5,5,0,,,4,0,,,2,,,,,11,0,5,6,2,,,,10,3,AUSTIN,TX,78748,US,11,6,2,2,2,2,2,1,1.4869248
2233,587,624,29,3,77,F,1,1,1,2,UNITED,SPOKANE,500,30,66,1,1,6:30 AM,10:37:00 AM,247,2,,,3,,,,2,2,1,2,1,1,1,6,0,3,5,6,5,5,5,6,5,6,6,6,6,3,0,,,,,6,6,0,5,5,5,0,,,5,0,,,2,,,,,11,0,5,6,2,,,,10,3,BREWSTER,WA,98812,US,10,5,2,1,2,2,2,2,1.4869248
2234,870,530,16,4,98,G,3,3,1,2,AIR NEW ZEALAND,AUCKLAND,7,6,3,9,2,5:30 PM,9:40:00 PM,250,2,,,5,,,,1,1,1,1,1,1,3,5,5,5,5,5,5,0,5,5,0,0,0,0,0,5,0,,,,,4,0,0,0,3,4,0,,,5,2,,,3,,,,,0,0,5,5,2,,,,10,3,,,,NEW ZEALAND,19,5,2,4,2,0,0,1,0.6704842
2235,2486,178,17,5,3,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,1:00 PM,4:45:00 PM,225,2,,,2,,,,1,1,1,1,1,1,4,2,3,3,5,5,4,6,6,5,5,5,6,6,6,4,0,,,,,5,6,6,5,4,5,0,,,5,0,,,3,,,,,1,0,5,5,2,,,,10,3,,,,INDIA,16,5,2,2,2,1,0,1,0.6704842
2236,2741,71,5,7,71,F,2,2,1,2,UNITED,PHOENIX,5320,30,49,1,4,11:59 AM,1:55:00 PM,116,2,,,3,,,,2,2,1,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,,,,,5,0,0,0,0,0,0,,,4,0,,,4,,,,,11,0,5,0,2,,,,10,3,CANYONVILLE,OR,97417,US,10,6,2,1,2,2,2,1,1.4869248
2237,1867,198,19,7,9,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,2:33 PM,4:45:00 PM,132,2,,,2,,,,1,1,2,2,6,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,5,5,5,5,5,5,0,,,5,0,,,3,,,,,7,1,5,5,2,,,,10,1,CUPERTINO,CA,95014,US,7,5,2,4,1,1,0,1,0.6704842
2238,170,45,3,5,102,G,1,3,1,2,AIR CANADA,VANCOUVER,8839,3,71,4,2,7:45 AM,9:45:00 AM,120,2,,,1,,,4,2,2,1,1,3,1,4,3,3,3,4,5,4,4,4,4,3,3,6,6,6,4,22,102,,,,5,6,6,4,5,4,0,,,5,0,,,1,5,0,,,1,2,5,5,2,,,,10,1,EMERYVILLE,CA,94608,US,1,5,2,4,2,2,1,1,0.3461202
2239,950,905,11,6,67,E,2,2,1,2,UNITED,CHICAGO-O'HARE,268,30,12,3,4,1:00 PM,2:19:00 PM,79,2,,,5,,,,2,2,1,2,3,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,0,,,,,5,3,5,4,2,,,,10,1,,,,US,90,3,2,4,2,2,2,1,1.4869248
2240,426,636,30,4,60,E,1,1,1,2,UNITED,LAS VEGAS,358,30,31,1,4,9:30 AM,10:52:00 AM,82,2,,,5,,,,2,1,2,1,4,1,4,4,3,4,4,5,4,6,6,4,4,4,6,4,6,4,72,,,,,4,6,6,4,4,4,0,,,4,3,,,1,5,1,,,6,3,5,5,2,,,,10,1,SAN MATEO,CA,94403,US,6,6,2,0,2,2,1,1,1.4869248
2241,1646,634,30,4,81,F,1,1,1,2,UNITED,NEWARK,414,30,43,2,4,7:30 AM,9:00:00 AM,90,2,,,4,,,,1,1,2,1,3,1,4,5,4,4,5,5,5,6,6,5,4,4,4,3,6,5,0,,,,,5,5,6,5,5,5,0,,,5,0,,,1,5,1,,,5,3,5,5,2,,,,10,1,SAN FRANCISCO,CA,94115,US,5,5,2,1,2,2,1,1,1.4869248
2242,765,535,16,4,4,A,3,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,85,5,47,6,4,6:45 PM,8:30:00 PM,105,2,,,5,,,,2,2,2,1,1,1,2,5,6,6,5,5,5,6,6,1,5,5,6,6,6,5,0,,,,,5,6,6,6,5,5,0,,,5,0,,,1,5,11,,,5,3,5,5,2,,,,10,3,OVERLAND PARK,KS,66204,US,11,4,1,1,2,2,1,1,0.2863575
2243,1588,133,13,1,50,D,2,1,1,2,ALASKA,NASHVILLE,1100,7,40,3,2,7:30 AM,11:36:00 AM,246,2,,,3,,,,1,1,1,1,2,1,1,4,4,4,5,4,5,5,5,5,5,6,6,6,6,5,101,31,,,,5,6,6,6,4,5,0,,,5,1,,,1,4,0,,,11,3,5,5,2,,,,10,3,FRANKLIN,TN,37069,US,11,7,2,3,2,2,2,1,1.1063322
2244,1033,110,11,6,10,A,3,2,1,2,JETBLUE,LONG BEACH,1635,22,33,1,1,4:30 PM,5:49:00 PM,79,2,,,5,,,,2,1,1,2,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,5,5,5,3,5,0,,,5,1,3,,1,5,0,,,5,3,5,5,2,,,,10,1,SAN FRANCISCO,CA,94109,US,5,2,1,4,2,2,2,1,0.6704842
